Hasil Pilkada,Jumlah Paslon,Nama Daerah,Jalur Pencalonan,Nama Kandidat (1),Nama Kandidat (2),Gender (1),Gender (2),Usia (1),Usia (2),Latar Belakang Profesi (1),Latar Belakang Profesi (2),Petahana? (1),Petahana? (2),Jumlah PARPOL Pendukung,Persentase PARPOL Pendukung,Jumlah Kursi Pendukung (DPR),Jumlah Kursi Pendukung (DPRD)
Kalah,3,BANGKA (KEPULAUAN BANGKA BELITUNG)  ,PARPOL,"IR. H. TARMIZI H. SAAT, MM","AMRI CAHYADI, ST",L,L,56,38,SIPIL,SIPIL,1,0,5,0.417,0.498,0.486
Menang,3,BANGKA (KEPULAUAN BANGKA BELITUNG)  ,PARPOL,"MULKAN, SH. MH","SYAHBUDIN, S.IP",L,L,44,53,SIPIL,SIPIL,0,0,2,0.167,0.195,0.229
Kalah,3,BANGKA (KEPULAUAN BANGKA BELITUNG)  ,PARPOL,"DR.IR. H. KMS. DANIEL, MM","FADILLAH SABRI, ST, M.ENG",L,L,61,47,SIPIL,SIPIL,0,0,2,0.167,0.195,0.200
Kalah,4,BELITUNG (KEPULAUAN BANGKA BELITUNG)  ,PARPOL,"IR. H. AZWARDY AZHAR, SE., M.SI",DRS. H. ERWANDI A RANI,L,L,57,59,SIPIL,SIPIL,0,2,3,0.250,0.241,0.200
Kalah,4,BELITUNG (KEPULAUAN BANGKA BELITUNG)  ,PARPOL,"HELLYANA, SH",JUNAIDI RACHMAN,P,L,41,45,SIPIL,SIPIL,0,0,2,0.167,0.264,0.280
Kalah,4,BELITUNG (KEPULAUAN BANGKA BELITUNG)  ,PARPOL,"H. ANDI SAPARUDIN LANNA, SH","ZULFRIANDI AFAN, SE",L,L,54,43,SIPIL,SIPIL,0,0,2,0.167,0.271,0.200
Menang,4,BELITUNG (KEPULAUAN BANGKA BELITUNG)  ,PARPOL,"H. SAHANI SALEH, S.SOS","ISYAK MEIROBIE, S.SN",L,L,60,40,SIPIL,SIPIL,1,0,2,0.167,0.195,0.200
Kalah,4,KOTA PANGKALPINANG (KEPULAUAN BANGKA BELITUNG)  ,PERORANGAN,"RINALDI, S.E., M.H.","IR. B. SARJULIANTO, DIPL., S.E.",L,L,41,60,SIPIL,SIPIL,0,0,0,0.000,0.000,0.000
Kalah,4,KOTA PANGKALPINANG (KEPULAUAN BANGKA BELITUNG)  ,PARPOL,"PROF. H. SAPARUDIN, M.T., PH.D",DRS. H. EDISON,L,L,49,60,SIPIL,SIPIL,0,0,2,0.167,0.200,0.267
Menang,4,KOTA PANGKALPINANG (KEPULAUAN BANGKA BELITUNG)  ,PARPOL,"H. MAULAN AKLIL, S.I.P., M.SI.","MUHAMMAD SOPIAN, B.A.",L,L,42,54,SIPIL,SIPIL,0,2,1,0.083,0.195,0.133
Kalah,4,KOTA PANGKALPINANG (KEPULAUAN BANGKA BELITUNG)  ,PARPOL,"ENDANG KUSUMAWATY, S.T.",ISMIRYADI,P,L,47,52,SIPIL,SIPIL,0,0,4,0.333,0.441,0.367
Menang,2,KOTA TANJUNGPINANG (KEPULAUAN RIAU)  ,PARPOL,"H.SYAHRUL,S.PD",RAHMA,L,P,58,43,SIPIL,SIPIL,2,0,2,0.167,0.293,0.233
Kalah,2,KOTA TANJUNGPINANG (KEPULAUAN RIAU)  ,PARPOL,"LIS DARMANSYAH, SH",DR.MAYA SURYANTI,L,P,48,39,SIPIL,SIPIL,1,0,6,0.500,0.488,0.667
Menang,4,JAWA BARAT  ,PARPOL,"H. MOCHAMAD RIDWAN KAMIL, ST., M.U.D","H. UU RUZHANUL ULUM, SE",L,L,47,49,SIPIL,SIPIL,0,0,4,0.333,0.246,0.240
Kalah,4,JAWA BARAT  ,PARPOL,"MAYJEN TNI (PURN.) DR. H. HASANUDDIN, SE., MM","IRJEN. POL (PURN.) DR. DRS. H. ANTON CHARLIYAN, M.P.K.N.",L,L,66,58,SIPIL,TNI/POLRI,0,0,1,0.083,0.195,0.200
Kalah,4,JAWA BARAT  ,PARPOL,"MAYJEN TNI (PURN) H. SUDRAJAT, M.PA",H. AHMAD SYAIKHU,L,L,69,53,SIPIL,SIPIL,0,0,3,0.250,0.288,0.270
Kalah,4,JAWA BARAT  ,PARPOL,"H. DEDDY MIZWAR, SE., S.SN., M.I.POL","H. DEDI MULYADI, SH",L,L,63,47,SIPIL,SIPIL,2,0,2,0.167,0.271,0.290
Kalah,5,BOGOR (JAWA BARAT)  ,PARPOL,"H. FITRI PUTRA NUGRAHA, SOS",H. R. BAYU SYAHJOHAN,L,L,44,48,SIPIL,SIPIL,0,0,2,0.167,0.223,0.200
Menang,5,BOGOR (JAWA BARAT)  ,PARPOL,ADE YASIN,"H. IWAN SETIAWAN, SE",P,L,50,48,SIPIL,SIPIL,0,0,3,0.250,0.284,0.320
Kalah,5,BOGOR (JAWA BARAT)  ,PARPOL,"H. ADE RUHANDI - JARO ADE, SE","INGRID MARIA PALUPI KANSIL, S.SOS",L,P,45,45,SIPIL,SIPIL,0,0,5,0.417,0.493,0.480
Kalah,5,BOGOR (JAWA BARAT)  ,PERORANGAN,IR. H. GUNAWAN HASAN,FICKY RHOMA IRAMA,L,L,58,78,SIPIL,SIPIL,0,0,0,0.000,0.000,0.000
Kalah,5,BOGOR (JAWA BARAT)  ,PERORANGAN,"ADE WARDHANA ADINATA, SE.,MM","ASEP RUHIYAT, S.SOS.,MM",L,L,35,58,SIPIL,SIPIL,0,0,0,0.000,0.000,0.000
Menang,4,GARUT (JAWA BARAT)  ,PARPOL,"H. RUDY GUNAWAN, SH., MH., MP",HELMI BUDIMAN,L,L,54,47,SIPIL,SIPIL,1,2,3,0.250,0.266,0.200
Kalah,4,GARUT (JAWA BARAT)  ,PARPOL,IMAN ALIRAHMAN,"DEDI HASAN, SE",L,L,59,41,SIPIL,SIPIL,0,0,2,0.167,0.357,0.280
Kalah,4,GARUT (JAWA BARAT)  ,PERORANGAN,"SURYANA, S.AG","WIWIN SUWINDARYATI, SH",L,P,43,55,SIPIL,SIPIL,0,0,0,0.000,0.000,0.000
Kalah,4,GARUT (JAWA BARAT)  ,PARPOL,"H. AGUS HAMDANI GS, S.PD.I",PRADANA ADITYA WICAKSANA,L,L,48,31,SIPIL,SIPIL,0,0,3,0.250,0.184,0.320
Menang,2,CIAMIS (JAWA BARAT)  ,PARPOL,H. HERDIAT SUNARYA,YANA DIANA PUTRA,L,L,58,42,SIPIL,SIPIL,0,0,6,0.500,0.461,0.400
Kalah,2,CIAMIS (JAWA BARAT)  ,PARPOL,H. IING SYAM ARIFIN,H. OIH BURHANUDIN,L,L,63,49,SIPIL,SIPIL,1,2,5,0.417,0.539,0.600
Kalah,3,KUNINGAN (JAWA BARAT)  ,PARPOL,DR. TOTO TAUFIKUROHMAN KOSIM,"H. YOSA OCTORA SANTONO, S.SI,. M.M.",L,L,49,38,SIPIL,SIPIL,0,0,4,0.333,0.334,0.360
Kalah,3,KUNINGAN (JAWA BARAT)  ,PARPOL,"H. DUDY PAMUJI, S.E, M.SI","H. UDIN KUSNEDI, S.E., M.SI.",L,L,50,43,SIPIL,SIPIL,0,0,3,0.250,0.379,0.380
Menang,3,KUNINGAN (JAWA BARAT)  ,PARPOL,"H. ACEP PURNAMA, S.H., M.H.","MUHAMMAD RIDHO SUGANDA, S.H., M.SI.",L,L,59,36,SIPIL,SIPIL,1,0,2,0.167,0.259,0.260
Kalah,4,CIREBON (JAWA BARAT)  ,PARPOL,"DRS. H. KALINGA, MM",DIAN HERNAWA SUSANTY,L,P,56,48,SIPIL,SIPIL,0,0,3,0.250,0.271,0.240
Menang,4,CIREBON (JAWA BARAT)  ,PARPOL,"DR. H. SUNJAYA PURWADISASTRA, M.M., M.SI.",DRS. H. IMRON,L,L,53,57,SIPIL,SIPIL,1,0,1,0.083,0.195,0.220
Kalah,4,CIREBON (JAWA BARAT)  ,PARPOL,H. RAKHMAT,DRS. H. YAYAT RUHYAT,L,L,51,59,SIPIL,SIPIL,0,0,4,0.333,0.300,0.300
Kalah,4,CIREBON (JAWA BARAT)  ,PARPOL,"H. MOHAMAD LUTHFI, ST",NURUL QOMAR,L,L,41,58,SIPIL,SIPIL,0,0,2,0.167,0.148,0.240
Kalah,3,MAJALENGKA (JAWA BARAT)  ,PARPOL,MAMAN IMANUL HAQ,JEFRY ROMDONNY,L,L,46,38,SIPIL,SIPIL,0,0,5,0.417,0.436,0.420
Menang,3,MAJALENGKA (JAWA BARAT)  ,PARPOL,"DR. H. KARNA SOBAHI, M.M.PD.",TARSONO D. MARDIANA,L,L,64,48,SIPIL,SIPIL,2,0,1,0.083,0.195,0.180
Kalah,3,MAJALENGKA (JAWA BARAT)  ,PARPOL,"DR. H. SANWASI, MM.",DRS. H.M. TAUFAN ANSYAR,L,L,58,56,SIPIL,SIPIL,0,0,3,0.250,0.341,0.320
Menang,5,SUMEDANG (JAWA BARAT)  ,PARPOL,"H. DONY AHMAD MUNIR, S.T., M.M.","ERWAN SETIAWAN, S.E.",L,L,45,48,SIPIL,SIPIL,0,0,4,0.333,0.348,0.280
Kalah,5,SUMEDANG (JAWA BARAT)  ,PERORANGAN,"H. SETYA WIDODO, S.H.","SONIA SUGIAN, S.H.",L,P,59,48,SIPIL,SIPIL,0,0,0,0.000,0.000,0.000
Kalah,5,SUMEDANG (JAWA BARAT)  ,PERORANGAN,"DRS. H. ZAENAL ALIMIN, M.M.","ASEP KURNIA, S.H., M.H.",L,L,59,38,SIPIL,SIPIL,0,0,0,0.000,0.000,0.000
Kalah,5,SUMEDANG (JAWA BARAT)  ,PARPOL,IRWANSYAH PUTRA,"SIDIK JAFAR, S.E.",L,L,46,57,SIPIL,SIPIL,0,0,2,0.167,0.357,0.440
Kalah,5,SUMEDANG (JAWA BARAT)  ,PARPOL,"IR. H. EKA SETIAWAN, DIPL., S.E., M.M.","MOHAMAD AGUNG ANUGRAH, S.E., AK.",L,L,58,42,SIPIL,SIPIL,1,0,2,0.167,0.202,0.240
Menang,3,SUBANG (JAWA BARAT)  ,PARPOL,H. RUHIMAT,"IR. AGUS MASYKUR ROSYADI, S.SI",L,L,53,46,SIPIL,SIPIL,0,0,6,0.500,0.530,0.500
Kalah,3,SUBANG (JAWA BARAT)  ,PARPOL,"HJ. IMAS ARYUMNINGSIH, SE",SUTARNO,P,L,68,49,SIPIL,TNI/POLRI,1,0,2,0.167,0.246,0.240
Kalah,3,SUBANG (JAWA BARAT)  ,PARPOL,"DRS. DEDI JUNAEDI, SH","DR. DRS. H. BUDI SETIADI, M.SI",L,L,78,53,SIPIL,SIPIL,0,0,1,0.083,0.195,0.200
Kalah,3,PURWAKARTA (JAWA BARAT)  ,PARPOL,"DRS. H. PADIL KARSOMA, M.SI",ACEP MAMAN,L,L,59,50,SIPIL,SIPIL,0,0,2,0.167,0.264,0.267
Menang,3,PURWAKARTA (JAWA BARAT)  ,PARPOL,HJ. ANNE RATNA MUSTIKA,H. AMING,P,L,36,41,SIPIL,SIPIL,0,0,6,0.500,0.534,0.600
Kalah,3,PURWAKARTA (JAWA BARAT)  ,PERORANGAN,"H. ZAINAL ARIFIN, MT. IR","LUTHFI, A. MD",L,L,48,36,SIPIL,SIPIL,0,0,0,0.000,0.000,0.000
Kalah,3,BANDUNG BARAT (JAWA BARAT)  ,PARPOL,"DRA. HJ. ELIN SUHARLIAH, M.SI","DRS. MAMAN SULAEMAN SUNJAYA, M.SI",P,L,66,55,SIPIL,SIPIL,0,0,3,0.250,0.348,0.420
Kalah,3,BANDUNG BARAT (JAWA BARAT)  ,PARPOL,IR. H. DODDY IMRON CHOLID,"DR. HJ. PUPU SARI ROHAYATI, MH. KES",L,P,62,62,SIPIL,SIPIL,0,0,3,0.250,0.321,0.280
Menang,3,BANDUNG BARAT (JAWA BARAT)  ,PARPOL,"AA UMBARA SUTISNA, S.IP",HENGKI KURNIAWAN,L,L,55,36,SIPIL,SIPIL,0,0,5,0.417,0.330,0.300
Kalah,4,KOTA BOGOR (JAWA BARAT)  ,PARPOL,"DRH. H. ACHMAD RU'YAT, M.SI",ZAENUL MUTAQIN,L,L,52,48,SIPIL,SIPIL,0,0,3,0.250,0.271,0.356
Kalah,4,KOTA BOGOR (JAWA BARAT)  ,PARPOL,"H. EDGAR SURATMAN, SE., MM",SEFWELLY GYNANJAR DJOYODININGRAT,L,L,60,34,SIPIL,SIPIL,0,0,5,0.417,0.450,0.422
Menang,4,KOTA BOGOR (JAWA BARAT)  ,PERORANGAN,DR. H. BIMA ARYA SUGIARTO,"DRS. DEDIE A RACHIM, MA",L,L,46,52,SIPIL,SIPIL,1,0,0,0.000,0.000,0.000
Kalah,4,KOTA BOGOR (JAWA BARAT)  ,PARPOL,"H. DADANG ISKANDAR DANUBRATA, S.E","SUGENG TEGUH SANTOSO, S.H",L,L,46,52,SIPIL,SIPIL,0,0,2,0.167,0.279,0.200
Kalah,4,KOTA SUKABUMI (JAWA BARAT)  ,PARPOL,"JONA ARIZONA, S.IP., MM.","DR. H. MUHAMAD NOOR HANAFIE ZAIN, M.SI.",L,L,37,60,SIPIL,SIPIL,0,0,3,0.250,0.441,0.371
Menang,4,KOTA SUKABUMI (JAWA BARAT)  ,PARPOL,H. ACHMAD FAHMI,H. ANDRI SETIAWAN HAMAMI,L,L,44,52,SIPIL,SIPIL,2,0,2,0.167,0.180,0.200
Kalah,4,KOTA SUKABUMI (JAWA BARAT)  ,PARPOL,"DR. H. MULYONO, MM.",HJ. IMA SLAMET,L,P,60,47,SIPIL,SIPIL,0,0,3,0.250,0.220,0.200
Kalah,4,KOTA SUKABUMI (JAWA BARAT)  ,PARPOL,"DEDI RANTJANI WIDJAJA, SE., MM.","HIKMAT NURISTAWAN, SE., MM.",L,L,51,47,SIPIL,SIPIL,0,0,2,0.167,0.159,0.229
Kalah,3,KOTA BANDUNG (JAWA BARAT)  ,PARPOL,NURUL QOMARIL ARIFIN,CHAIRUL YAQIN HIDAYAT,P,L,52,47,SIPIL,SIPIL,0,0,3,0.250,0.355,0.260
Kalah,3,KOTA BANDUNG (JAWA BARAT)  ,PARPOL,"DR. H. YOSSI IRIANTO, M.SI","ARIES SUPRIYATNA, SH., MH",L,L,56,49,SIPIL,SIPIL,0,0,4,0.333,0.357,0.480
Menang,3,KOTA BANDUNG (JAWA BARAT)  ,PARPOL,ODED MOHAMAD DANIAL,H. YANA MULYANA,L,L,56,53,SIPIL,SIPIL,2,0,2,0.167,0.202,0.260
Kalah,2,KOTA CIREBON (JAWA BARAT)  ,PARPOL,"BAMUNAS SETIAWAN BOEDIMAN, MBA","EFFENDI EDO, SAP., M.SI",L,L,54,53,SIPIL,SIPIL,0,0,3,0.250,0.427,0.371
Menang,2,KOTA CIREBON (JAWA BARAT)  ,PARPOL,"DRS. NASHRUDIN AZIS, SH",DRA. HJ. ETI HERAWATI,L,P,53,52,SIPIL,SIPIL,1,0,5,0.417,0.286,0.371
Menang,2,KOTA BEKASI (JAWA BARAT)  ,PARPOL,DR. RAHMAT EFFENDI,"DR. TRI ADHIANTO TJAHYONO, SE, MM",L,L,54,48,SIPIL,SIPIL,1,0,7,0.583,0.734,0.740
Kalah,2,KOTA BEKASI (JAWA BARAT)  ,PARPOL,"DR. NUR SUPRIYANTO, MM","DR. H. ADHY FIRDAUS SAADY, MM",L,L,53,56,SIPIL,SIPIL,0,0,2,0.167,0.202,0.260
Menang,2,KOTA BANJAR (JAWA BARAT)  ,PARPOL,"HJ. ADE UU SUKAESIH, S.IP, M.SI",NANA SURYANA,P,L,65,49,SIPIL,SIPIL,1,0,3,0.250,0.441,0.440
Kalah,2,KOTA BANJAR (JAWA BARAT)  ,PARPOL,MAMAN SURYAMAN,DR. HJ. IRMA DARMAWATIE BASTAMAN,L,P,59,55,SIPIL,SIPIL,0,0,6,0.500,0.495,0.560
Menang,2,JAWA TENGAH  ,PARPOL,"H. GANJAR PRANOWO, S.H, M.IP",H. TAJ YASIN,L,L,50,35,SIPIL,SIPIL,1,0,4,0.333,0.438,0.480
Kalah,2,JAWA TENGAH  ,PARPOL,H. SUDIRMAN SAID,HJ. IDA FAUZIYAH,L,P,55,49,SIPIL,SIPIL,0,0,4,0.333,0.371,0.420
Kalah,2,BANYUMAS (JAWA TENGAH)  ,PARPOL,"DRS. H. MARDJOKO, MM","DR. IR. H. IFAN HARYANTO, M.SC",L,L,72,43,SIPIL,SIPIL,0,0,6,0.500,0.604,0.600
Menang,2,BANYUMAS (JAWA TENGAH)  ,PARPOL,IR. H. ACHMAD HUSEIN,DRS. H. SADEWO TRI LASTIONO,L,L,59,52,SIPIL,SIPIL,1,0,3,0.250,0.368,0.400
Menang,2,MAGELANG (JAWA TENGAH)  ,PARPOL,"ZAENAL ARIFIN, S.IP","EDI CAHYANA, SE",L,L,42,54,SIPIL,SIPIL,1,0,5,0.417,0.543,0.640
Kalah,2,MAGELANG (JAWA TENGAH)  ,PARPOL,"H.M. ZAENAL ARIFIN, SH","H. ROHADI PRATOTO, SH, M.SI",L,L,54,57,SIPIL,SIPIL,2,0,3,0.250,0.364,0.360
Kalah,2,KARANGANYAR (JAWA TENGAH)  ,PARPOL,"H. ROHADI WIDODO, SP.","IDA RETNO WAHYUNINGSIH, SE",L,P,45,39,SIPIL,SIPIL,2,0,2,0.167,0.202,0.222
Menang,2,KARANGANYAR (JAWA TENGAH)  ,PARPOL,"DRS. H. JULIYATMONO, MM.","H. ROBER CHRISTANTO, SE",L,L,52,45,SIPIL,SIPIL,1,0,7,0.583,0.734,0.778
Kalah,5,KUDUS (JAWA TENGAH)  ,PARPOL,"MASAN, SE, MM","DRS. H. NOOR YASIN, MM",L,L,41,60,SIPIL,SIPIL,0,0,4,0.333,0.552,0.422
Kalah,5,KUDUS (JAWA TENGAH)  ,PERORANGAN,"H. NOR HARTOYO, SH","JUNAIDI, SH",L,L,48,49,SIPIL,SIPIL,0,0,0,0.000,0.000,0.000
Kalah,5,KUDUS (JAWA TENGAH)  ,PARPOL,"HJ. SRI HARTINI, ST","H. SETIA BUDI WIBOWO, S.AG, MM",P,L,50,49,SIPIL,SIPIL,0,0,3,0.250,0.202,0.222
Kalah,5,KUDUS (JAWA TENGAH)  ,PERORANGAN,"H. AKHWAN, SH","H. HADI SUCIPTO, S.PD, MM",L,L,55,61,SIPIL,SIPIL,0,0,0,0.000,0.000,0.000
Menang,5,KUDUS (JAWA TENGAH)  ,PARPOL,"IR. H. MUHAMMAD TAMZIL, MT","HM. HARTOPO, ST, MM, MH",L,L,57,51,SIPIL,SIPIL,0,0,3,0.250,0.182,0.267
Kalah,3,TEMANGGUNG (JAWA TENGAH)  ,PARPOL,DRS. H M BAMBANG SUKARNO,MATOHA,L,L,59,52,SIPIL,SIPIL,1,0,2,0.167,0.279,0.289
Kalah,3,TEMANGGUNG (JAWA TENGAH)  ,PARPOL,HARYO DEWANDONO,IRAWAN PRASETYADI,L,L,57,51,SIPIL,SIPIL,0,2,3,0.250,0.202,0.222
Menang,3,TEMANGGUNG (JAWA TENGAH)  ,PARPOL,H.M. AL KHADZIQ,DRS.R.HERI IBNU WIBOWO,L,L,51,49,SIPIL,SIPIL,0,0,4,0.333,0.448,0.422
Kalah,3,TEGAL (JAWA TENGAH)  ,PARPOL,H. RUSBANDI,"H. FATCHUDDIN, SE",L,L,66,59,SIPIL,SIPIL,0,0,2,0.167,0.232,0.200
Kalah,3,TEGAL (JAWA TENGAH)  ,PARPOL,"DRS. H. HARON BAGAS PRAKOSA, M.HUM","H. DRAJAT ADI PRAYITNO, S.KOM, MM",L,L,56,46,SIPIL,SIPIL,0,0,3,0.250,0.368,0.300
Menang,3,TEGAL (JAWA TENGAH)  ,PARPOL,DRA. HJ. UMI AZIZAH,"SABILILLAH ARDIE, B.SC",P,L,58,35,SIPIL,SIPIL,2,0,5,0.417,0.400,0.500
Kalah,5,KOTA TEGAL (JAWA TENGAH)  ,PARPOL,H.M. NURSHOLEH,H. WARTONO,L,L,61,57,SIPIL,SIPIL,1,0,2,0.167,0.191,0.200
Kalah,5,KOTA TEGAL (JAWA TENGAH)  ,PERORANGAN,H. A. GHAUTSUN,DR. H. MUSLIH DAHLAN,L,L,55,52,SIPIL,SIPIL,0,0,0,0.000,0.000,0.000
Menang,5,KOTA TEGAL (JAWA TENGAH)  ,PARPOL,"H. DEDY YON SUPRIYONO, S.E., M.M.","MUHAMAD JUMADI, S.T., M.M.",L,L,38,47,SIPIL,SIPIL,0,0,5,0.417,0.466,0.333
Kalah,5,KOTA TEGAL (JAWA TENGAH)  ,PARPOL,"K. H. HABIB ALI ZAENAL ABIDIN, S.E., M.H.","HJ. TANTY PRASETYO NINGRUM, S.H., M.M.",L,P,60,44,SIPIL,SIPIL,0,0,1,0.083,0.195,0.267
Kalah,5,KOTA TEGAL (JAWA TENGAH)  ,PARPOL,"HERUJITO, S.I.P.",SUGONO,L,L,45,50,SIPIL,SIPIL,0,0,2,0.167,0.148,0.200
Menang,2,JAWA TIMUR  ,PARPOL,KHOFIFAH INDAR PARAWANSA,"DR. EMIL ELESTIANTO, M.SC.",P,L,53,34,SIPIL,SIPIL,0,0,6,0.500,0.520,0.420
Kalah,2,JAWA TIMUR  ,PARPOL,DRS. H. SAIFULLAH YUSUF,PUTI GUNTUR SOEKARNO,L,P,54,47,SIPIL,SIPIL,2,0,4,0.333,0.480,0.580
Kalah,2,TULUNGAGUNG (JAWA TIMUR)  ,PARPOL,MARGIONO,EKO PRISDIANTO,L,L,58,46,SIPIL,SIPIL,0,0,9,0.750,0.741,0.740
Menang,2,TULUNGAGUNG (JAWA TIMUR)  ,PARPOL,"SYAHRI MULYO. SE., M.SI","DRS. H. MARYOTO BIROWO, MM",L,L,51,65,SIPIL,SIPIL,1,2,2,0.167,0.259,0.260
Menang,3,LUMAJANG (JAWA TIMUR)  ,PARPOL,"H. THORIQUL HAQ, MML","IR. HJ. INDAH AMPERAWATI, M.SI",L,P,41,52,SIPIL,SIPIL,0,0,2,0.167,0.214,0.280
Kalah,3,LUMAJANG (JAWA TIMUR)  ,PARPOL,"DRS. H. ASAT, M.AG",H. THORIQ,L,L,54,57,SIPIL,SIPIL,1,0,3,0.250,0.309,0.300
Kalah,3,LUMAJANG (JAWA TIMUR)  ,PARPOL,"H. ROFIK, SH., MH",IR. NURUL HUDA,L,L,55,52,SIPIL,SIPIL,0,0,5,0.417,0.477,0.420
Menang,2,BONDOWOSO (JAWA TIMUR)  ,PARPOL,DRS. KH. SALWA ARIFIN,"H. IRWAN BACHTIAR RACHMAT,SE.M.SI",L,L,63,51,SIPIL,SIPIL,2,0,2,0.167,0.264,0.289
Kalah,2,BONDOWOSO (JAWA TIMUR)  ,PARPOL,H. AHMAD DHAFIR,DRS. HIDAYAT.M.SI,L,L,58,59,SIPIL,SIPIL,0,0,7,0.583,0.707,0.622
Menang,2,PROBOLINGGO (JAWA TIMUR)  ,PARPOL,HJ. PUPUT TANTRIANA SARI,DRS. H. A. TIMBUL PRIHANJOKO,P,L,35,50,SIPIL,SIPIL,1,2,5,0.417,0.621,0.756
Kalah,2,PROBOLINGGO (JAWA TIMUR)  ,PARPOL,"H. ABDUL MALIK HARAMAIN, M.SI","H. MOHAMMAD MUZAYYAN, M.H.I",L,L,46,40,SIPIL,SIPIL,0,0,2,0.167,0.193,0.200
Menang,1,PASURUAN (JAWA TIMUR)  ,PARPOL,MOHAMMAD IRSYAD YUSUF,"K.H. A. MUJIB IMRON, SH., MH",L,L,48,52,SIPIL,SIPIL,1,0,9,0.750,0.914,1.000
Menang,3,JOMBANG (JAWA TIMUR)  ,PARPOL,HJ. MUNDJIDAH WAHAB,SUMRAMBAH,P,L,70,43,SIPIL,SIPIL,2,0,3,0.250,0.309,0.240
Kalah,3,JOMBANG (JAWA TIMUR)  ,PARPOL,DRS. EC. H. NYONO SUHARLI WIHANDOKO,"DRS. M. SUBAIDI, M.SI.",L,L,56,53,SIPIL,SIPIL,1,0,5,0.417,0.468,0.540
Kalah,3,JOMBANG (JAWA TIMUR)  ,PARPOL,"DR.SYAFIIN, SH, MM, MH","H. CHOIRUL ANAM, ST",L,L,56,46,TNI/POLRI,SIPIL,0,0,2,0.167,0.223,0.220
Menang,3,NGANJUK (JAWA TIMUR)  ,PARPOL,"H. NOVI RAHMAN HIDHAYAT, S.SOS., MM.","DR. DRS. H. MARHAEN DJUMADI, SE, SH, MM, MBA",L,L,38,50,SIPIL,SIPIL,0,0,3,0.250,0.307,0.444
Kalah,3,NGANJUK (JAWA TIMUR)  ,PARPOL,"IR. SITI NURHAYATI, MM.","BIMANTORO WIYONO, SH",P,L,65,30,SIPIL,SIPIL,0,0,4,0.333,0.395,0.311
Kalah,3,NGANJUK (JAWA TIMUR)  ,PARPOL,"DESY NATALIA WIDYA, SIP","DRS. AINUL YAKIN, M.SI",P,L,38,51,SIPIL,SIPIL,0,0,3,0.250,0.298,0.244
Menang,3,MADIUN (JAWA TIMUR)  ,PARPOL,"H.AHMAD DAWAMI RAGIL SAPUTRO,S.SOS","H.HARI WURYANTO,SH,M.AK",L,L,41,54,SIPIL,SIPIL,0,0,3,0.250,0.271,0.289
Kalah,3,MADIUN (JAWA TIMUR)  ,PARPOL,"RIO WING DINARYHADI,ST",IR.SUKIMAN.M.SI,L,L,37,61,SIPIL,SIPIL,0,0,4,0.333,0.300,0.244
Kalah,3,MADIUN (JAWA TIMUR)  ,PARPOL,DRS.DJOKO SETIJONO,"SUPRAPTO,SE",L,L,54,56,SIPIL,SIPIL,0,0,2,0.167,0.279,0.467
Kalah,3,MAGETAN (JAWA TIMUR)  ,PARPOL,SUYATNI PRIASMORO,NUR WAHID,L,L,49,37,SIPIL,SIPIL,0,0,2,0.167,0.148,0.200
Kalah,3,MAGETAN (JAWA TIMUR)  ,PARPOL,"IR. H. SH. MIRATUL MUKMININ, MM","JOKO SUYONO, S.SOS",L,L,57,46,SIPIL,SIPIL,0,0,5,0.417,0.645,0.578
Menang,3,MAGETAN (JAWA TIMUR)  ,PARPOL,"DR. DRS. SUPRAWOTO, SH, M.SI","HJ. NANIK ENDANG RUSMINIARTI, M.PD",L,P,62,59,SIPIL,SIPIL,0,0,2,0.167,0.179,0.200
Kalah,4,BOJONEGORO (JAWA TIMUR)  ,PARPOL,"DRS. H. SOEHADI MOELJONO, MM.","HJ. MITRO'ATIN, S.PD.",L,P,58,48,SIPIL,SIPIL,0,0,2,0.167,0.271,0.280
Kalah,4,BOJONEGORO (JAWA TIMUR)  ,PARPOL,"DRA. MAHFUDHOH, M.SI.","DRS. H. KUSWIYANTO, M.SI.",P,L,53,53,SIPIL,SIPIL,0,0,3,0.250,0.179,0.200
Menang,4,BOJONEGORO (JAWA TIMUR)  ,PARPOL,DR. HJ. ANNA MU'AWANAH,"DRS. H. BUDI IRAWANTO, M.PD.",P,L,50,51,SIPIL,SIPIL,0,0,2,0.167,0.279,0.220
Kalah,4,BOJONEGORO (JAWA TIMUR)  ,PARPOL,"DRS. H. BASUKI, M.PD., M.PD.I.","PUDJI DEWANTO, SH., MM.",L,L,57,48,SIPIL,SIPIL,0,0,2,0.167,0.200,0.200
Kalah,3,BANGKALAN (JAWA TIMUR)  ,PARPOL,"DR. H. MOCH. FARID AL FAUZI, ST, MM","DRS. EC. SUDARMAWAN, MM",L,L,49,60,SIPIL,SIPIL,0,0,4,0.333,0.418,0.420
Kalah,3,BANGKALAN (JAWA TIMUR)  ,PARPOL,"H. IMAM BUCHORI, SH",IR. H. MONDIR A. ROFII,L,L,48,56,SIPIL,SIPIL,0,2,3,0.250,0.220,0.180
Menang,3,BANGKALAN (JAWA TIMUR)  ,PARPOL,R. ABDUL LATIF AMIN IMRON,"DRS. MOHNI, MM",L,L,36,59,SIPIL,SIPIL,0,0,3,0.250,0.363,0.380
