Hasil Pilkada,Jumlah Paslon,Nama Daerah,Jalur Pencalonan,Nama Kandidat (1),Nama Kandidat (2),Gender (1),Gender (2),Usia (1),Usia (2),Latar Belakang Profesi (1),Latar Belakang Profesi (2),Petahana? (1),Petahana? (2),Jumlah PARPOL Pendukung,Persentase PARPOL Pendukung,Jumlah Kursi Pendukung (DPR),Jumlah Kursi Pendukung (DPRD)
Menang,2,Bungo,PARPOL,Mashuri,Safrudin Dwi Apriyanto,L,L,48,45,SIPIL,SIPIL,1,2,5,0.417,0.266,0.371
Kalah,3,Tanjung Jabung Barat,PARPOL,Mulyani Siregar,M. Amin,L,L,57,55,SIPIL,SIPIL,0,0,3,0.250,0.403,0.429
Menang,3,Tanjung Jabung Barat,PARPOL,Anwar Sadat,Hairan,L,L,54,42,SIPIL,SIPIL,0,0,3,0.250,0.299,0.286
Kalah,3,Tanjung Jabung Barat,PARPOL,Muklis,Supardi,L,L,51,47,SIPIL,SIPIL,0,0,4,0.333,0.297,0.257
Kalah,2,Tanjung Jabung Timur,PARPOL,Abdul Rasid,Mustakim,L,L,51,52,SIPIL,SIPIL,0,0,4,0.333,0.358,0.200
Menang,2,Tanjung Jabung Timur,PARPOL,Romi Hariyanto,Robby Nahliyansyah,L,L,46,37,SIPIL,SIPIL,1,2,4,0.333,0.454,0.767
Menang,2,Sungai Penuh,PARPOL,Ahmad Zubir,Alvia Santoni,L,L,56,48,SIPIL,SIPIL,0,0,2,0.167,0.256,0.160
Kalah,2,Sungai Penuh,PARPOL,Fikar Azami,Yos Adrino,L,L,31,51,SIPIL,SIPIL,0,0,7,0.583,0.657,0.720
Menang,2,Ogan Ilir,PARPOL,Panca Wijaya Akbar,Ardani,L,L,29,57,SIPIL,SIPIL,0,0,7,0.583,0.630,0.475
Kalah,2,Ogan Ilir,PARPOL,Ilyas Panji Alam,Endang PU Ishak,L,L,54,48,SIPIL,SIPIL,1,0,4,0.333,0.370,0.450
Menang,1,Ogan Komering Ulu,PARPOL,Kuryana Azis,Johan Anuar,L,L,68,55,SIPIL,SIPIL,1,2,11,0.917,0.924,0.886
Menang,1,Ogan Komering Ulu Selatan,PARPOL,Popo Ali Martopo,Sholehien Abuasir,L,L,38,53,SIPIL,SIPIL,1,2,10,0.833,0.967,0.850
Menang,2,OKU Timur,PARPOL,Lanosin Hamzah,Adi Nugraha Purna Yudha,L,L,42,34,SIPIL,SIPIL,0,0,10,0.833,1.000,0.978
Kalah,2,OKU Timur,PERORANGAN,Ruslan Taimi,Herly Sunawan,L,L,51,38,TNI/POLRI,SIPIL,0,0,0,0.000,0.000,0.000
Menang,2,Musi Rawas,PARPOL,Ratna Mahmud Amin,Suwarti,P,P,56,62,SIPIL,SIPIL,0,2,3,0.250,0.360,0.375
Kalah,2,Musi Rawas,PARPOL,Hendra Gunawan,Mulyana,L,L,56,58,SIPIL,SIPIL,1,0,7,0.583,0.607,0.600
Menang,3,Musi Rawas Utara,PARPOL,Devi Suhartoni,Innayatullah,L,L,51,44,SIPIL,SIPIL,0,0,3,0.250,0.325,0.280
Kalah,3,Musi Rawas Utara,PERORANGAN,Akisropi Ayub,Baikuni,L,L,63,63,SIPIL,SIPIL,0,0,0,0.000,0.000,0.000
Kalah,3,Musi Rawas Utara,PARPOL,Syarif Hidayat,Surian,L,L,68,60,SIPIL,SIPIL,1,0,8,0.667,0.675,0.720
Kalah,2,Penukal Abab Lematang Ilir,PARPOL,Devi Harianto,Darmadi Suhaimi,L,L,43,51,SIPIL,SIPIL,0,0,3,0.250,0.170,0.240
Menang,2,Penukal Abab Lematang Ilir,PARPOL,Heri Amalindo,Soemarjono,L,L,57,75,SIPIL,SIPIL,1,0,7,0.583,0.729,0.680
Kalah,4,Bengkulu Selatan,PARPOL,Hartawan,Darmin,L,L,64,62,SIPIL,SIPIL,0,0,2,0.167,0.077,0.200
Kalah,4,Bengkulu Selatan,PARPOL,Budiman Ismaun,Helmi Paman,L,L,60,55,SIPIL,SIPIL,0,0,2,0.167,0.358,0.280
Menang,4,Bengkulu Selatan,PARPOL,Gusnan Mulyadi,Rifai Tajudin,L,L,52,55,SIPIL,SIPIL,1,2,2,0.167,0.250,0.280
Kalah,4,Bengkulu Selatan,PARPOL,Dewi Sartika,Marwan Iswandi,P,L,50,48,SIPIL,SIPIL,0,0,1,0.083,0.094,0.160
Menang,1,Bengkulu Utara,PARPOL,Mian,Arie Septia Adinata,L,L,56,32,SIPIL,SIPIL,1,2,10,0.833,0.906,0.933
Kalah,2,Kaur,PARPOL,Gusril Pausi,Medi Yuliardi,L,L,48,41,SIPIL,SIPIL,1,0,7,0.583,0.642,0.720
Menang,2,Kaur,PARPOL,Lismidianto,Herlian Muchrim,L,L,57,43,TNI/POLRI,SIPIL,0,0,3,0.250,0.271,0.200
Kalah,2,Kepahiang,PARPOL,Ujang Syaripudin,Firdaus Djailani,L,L,51,55,SIPIL,SIPIL,0,0,5,0.417,0.586,0.440
Menang,2,Kepahiang,PARPOL,Hidayattullah Sjahid,Zurdi Nata,L,L,63,48,SIPIL,SIPIL,0,0,4,0.333,0.337,0.520
Kalah,4,Lebong,PARPOL,Dalhadi Umar,Wawan Fernandez,L,L,73,40,SIPIL,SIPIL,0,2,1,0.083,0.223,0.080
Kalah,4,Lebong,PERORANGAN,Armansyah Mursalin,Masropen Iriadi,L,L,55,56,SIPIL,SIPIL,0,0,0,0.000,0.000,0.000
Menang,4,Lebong,PARPOL,Kopli Ansori,Fahrurrozi,L,L,39,59,SIPIL,SIPIL,0,0,4,0.333,0.318,0.400
Kalah,4,Lebong,PARPOL,Teguh Raharjo Eko Purwoto,Nasirwan Thoha,L,L,52,53,SIPIL,SIPIL,0,0,2,0.167,0.103,0.200
Kalah,2,Mukomuko,PARPOL,Choirul Huda,Rahmadi,L,L,50,46,SIPIL,SIPIL,1,0,2,0.167,0.250,0.200
Menang,2,Mukomuko,PARPOL,Sapuan,Wasri,L,P,46,50,SIPIL,SIPIL,0,0,8,0.667,0.717,0.680
Kalah,4,Rejang Lebong,PARPOL,Muhammad Faisal,Fatrolazi,L,L,56,46,TNI/POLRI,SIPIL,0,0,5,0.417,0.553,0.467
Kalah,4,Rejang Lebong,PARPOL,Susilawati,Ruswan,P,L,62,55,SIPIL,SIPIL,0,0,2,0.167,0.250,0.267
Menang,4,Rejang Lebong,PARPOL,Syamsul Effendi,Hendra Wahyudiansyah,L,L,55,38,SIPIL,SIPIL,0,0,1,0.083,0.087,0.067
Kalah,4,Rejang Lebong,PARPOL,Fikri Thobari,Tarsisius Samuji,L,L,39,61,SIPIL,SIPIL,0,0,1,0.083,0.077,0.067
Kalah,3,Seluma,PARPOL,Suparto,Noviawan Ail,L,L,63,43,SIPIL,SIPIL,2,0,2,0.167,0.238,0.267
Kalah,3,Seluma,PARPOL,Edison Simbolon,Khairi Yulian,L,L,62,53,SIPIL,SIPIL,0,0,3,0.250,0.393,0.333
Menang,3,Seluma,PARPOL,Erwin Octavian,Gustianto,L,L,40,55,SIPIL,SIPIL,0,0,3,0.250,0.181,0.200
Menang,3,Lampung Selatan,PARPOL,Nanang Ermanto,Pandu Kesuma Dewangsa,L,L,53,32,SIPIL,SIPIL,1,0,3,0.250,0.325,0.260
Kalah,3,Lampung Selatan,PARPOL,Tony Eka Candra,Antoni Imam,L,L,57,51,SIPIL,SIPIL,0,0,3,0.250,0.329,0.360
Kalah,3,Lampung Selatan,PARPOL,Hipni,Melin Haryani Wijaya,L,P,47,48,SIPIL,SIPIL,0,0,3,0.250,0.313,0.360
Kalah,3,Lampung Tengah,PARPOL,Loekman Djoyosoemarto,Ilyas Hayani Muda,L,L,63,49,SIPIL,SIPIL,1,0,2,0.167,0.358,0.340
Menang,3,Lampung Tengah,PARPOL,Musa Ahmad,Ardito Wijaya,L,L,47,40,SIPIL,SIPIL,0,0,4,0.333,0.419,0.420
Kalah,3,Lampung Tengah,PARPOL,Nessy Kalvia,Imam Suhadi,P,L,42,47,SIPIL,SIPIL,0,0,2,0.167,0.190,0.220
Kalah,3,Lampung Timur,PARPOL,Yusran Amirullah,Benny Kisworo,L,L,56,49,SIPIL,SIPIL,0,0,2,0.167,0.197,0.280
Kalah,3,Lampung Timur,PARPOL,Zaiful Bokhari,Sudibyo,L,L,51,41,SIPIL,SIPIL,1,0,3,0.250,0.445,0.400
Menang,3,Lampung Timur,PARPOL,Dawam Rahardjo,Azwar Hadi,L,L,52,54,SIPIL,SIPIL,0,0,3,0.250,0.325,0.320
Kalah,2,Pesawaran,PARPOL,M. Nasir,Naldi Rinara S. Rizal,L,L,47,32,SIPIL,SIPIL,0,0,2,0.167,0.179,0.200
Menang,2,Pesawaran,PARPOL,Dendi Ramadhona,S. Marzuki,L,L,37,60,SIPIL,TNI/POLRI,1,0,9,0.750,0.821,0.800
Kalah,3,Pesisir Barat,PARPOL,Pieter,Fahrurrazi,L,L,60,58,SIPIL,SIPIL,0,0,3,0.250,0.506,0.320
Kalah,3,Pesisir Barat,PARPOL,Aria Lukita Budiwan,Erlina,L,P,43,45,SIPIL,SIPIL,0,2,3,0.250,0.195,0.280
Menang,3,Pesisir Barat,PARPOL,Agus Istiqlal,A. Zulqoini Syarif,L,L,59,62,SIPIL,SIPIL,1,0,2,0.167,0.179,0.360
Kalah,2,Way Kanan,PARPOL,Juprius,Rina Marlina,L,P,55,49,SIPIL,SIPIL,0,0,2,0.167,0.358,0.200
Menang,2,Way Kanan,PARPOL,Raden Adipati Surya,Ali Rahman,L,L,42,50,SIPIL,SIPIL,1,0,7,0.583,0.609,0.800
Kalah,3,Bandar Lampung,PARPOL,Rycko Menoza,Johan Sulaiman,L,L,49,57,SIPIL,SIPIL,0,0,2,0.167,0.235,0.240
Kalah,3,Bandar Lampung,PARPOL,Yusuf Kohar,Tulus Purnomo,L,L,59,53,SIPIL,SIPIL,2,0,4,0.333,0.304,0.300
Menang,3,Bandar Lampung,PARPOL,Eva Dwiana,Deddy Amrullah,P,L,50,63,SIPIL,SIPIL,0,0,3,0.250,0.461,0.420
Menang,4,Metro,PERORANGAN,Wahdi,Qomaru Zaman,L,L,53,58,SIPIL,SIPIL,0,0,0,0.000,0.000,0.000
Kalah,4,Metro,PARPOL,Ahmad Mufti Salim,Saleh Chandra Pahlawan,L,L,45,65,SIPIL,SIPIL,0,0,2,0.167,0.190,0.280
Kalah,4,Metro,PARPOL,Ampian Bustami,Rudy Santoso,L,L,57,26,SIPIL,SIPIL,0,0,3,0.250,0.325,0.400
Kalah,4,Metro,PARPOL,Anna Morinda,Fritz Akhmad Nuzir,P,L,42,38,SIPIL,SIPIL,0,0,2,0.167,0.317,0.320
Kalah,3,Bangka Barat,PARPOL,Markus,Badri Syamsu,L,L,35,43,SIPIL,SIPIL,1,0,4,0.333,0.464,0.440
Menang,3,Bangka Barat,PARPOL,Sukirman,Bong Ming Ming,L,L,59,45,SIPIL,SIPIL,0,0,2,0.167,0.190,0.240
Kalah,3,Bangka Barat,PARPOL,Safri,Eddy Arif,L,L,46,43,SIPIL,SIPIL,0,0,2,0.167,0.212,0.200
Kalah,4,Bangka Selatan,PERORANGAN,Kodi Midahri,Rusliadi,L,L,41,52,SIPIL,SIPIL,0,0,0,0.000,0.000,0.000
Kalah,4,Bangka Selatan,PARPOL,Aditya Rizki Pradana,Ahmad Damiri,L,L,35,59,SIPIL,SIPIL,0,0,4,0.333,0.315,0.280
Kalah,4,Bangka Selatan,PARPOL,Rina Tarol,Doni Indra,P,L,49,41,SIPIL,SIPIL,0,0,4,0.333,0.430,0.440
Menang,4,Bangka Selatan,PARPOL,Riza Herdavid,Debby Vita Dewi,L,P,37,38,SIPIL,SIPIL,2,0,3,0.250,0.256,0.280
Menang,2,Bangka Tengah,PARPOL,Algafry Rahman/ Ibnu Saleh,Herry Erfian,L,L,45,52,SIPIL,SIPIL,0,0,9,0.750,0.684,0.720
Kalah,2,Bangka Tengah,PARPOL,Didit Sri Gusjaya,Korari Suwondo,L,L,45,58,SIPIL,SIPIL,0,0,2,0.167,0.317,0.280
Menang,2,Belitung Timur,PARPOL,Burhanudin,Khairil Anwar,L,L,53,58,SIPIL,SIPIL,2,0,3,0.250,0.371,0.320
Kalah,2,Belitung Timur,PARPOL,Yuri Kemal Fadlullah,Nurdiansyah,L,L,36,57,SIPIL,SIPIL,0,0,6,0.500,0.496,0.600
Menang,2,Bintan,PARPOL,Apri Sujadi,Roby Kurniawan,L,L,43,27,SIPIL,SIPIL,1,0,5,0.417,0.405,0.760
Kalah,2,Bintan,PARPOL,Alias Wello,Dalmasri Syam,L,L,57,58,SIPIL,SIPIL,1,0,2,0.167,0.325,0.240
Menang,2,Karimun,PARPOL,Aunur Rafiq,Anwar Hasyim,L,L,56,55,SIPIL,SIPIL,1,0,7,0.583,0.804,0.800
Kalah,2,Karimun,PARPOL,Iskandarsyah,Anwar,L,L,48,55,SIPIL,SIPIL,0,0,2,0.167,0.164,0.200
Menang,3,Kep. Anambas,PARPOL,Abdul Haris,Wan Zuhendra,L,L,52,47,SIPIL,SIPIL,1,2,7,0.583,0.736,0.750
Kalah,3,Kep. Anambas,PARPOL,Yusrizal ,Fatahurrahman,L,L,64,58,SIPIL,SIPIL,0,0,2,0.167,0.077,0.200
Kalah,3,Kep. Anambas,PERORANGAN,Fachrizal,Johari,L,L,53,53,SIPIL,SIPIL,0,0,0,0.000,0.000,0.000
Kalah,3,Lingga,PARPOL,Muhammad Ishak,Salmizi,L,L,38,44,SIPIL,SIPIL,2,0,3,0.250,0.329,0.450
Kalah,3,Lingga,PARPOL,Riki Syolihin,Raja Supri,L,L,39,61,SIPIL,SIPIL,0,0,3,0.250,0.459,0.200
Menang,3,Lingga,PARPOL,Muhammad Nizar,Neko Wesha Pwelloy,L,L,38,34,SIPIL,SIPIL,2,0,2,0.167,0.136,0.350
Kalah,2,Natuna,PARPOL,Mustamin Bakri,Derry Purnamasari,L,P,49,42,SIPIL,SIPIL,0,0,2,0.167,0.224,0.300
Menang,2,Natuna,PARPOL,Wan Siswandi,Rodhial Huda,L,L,51,53,SIPIL,SIPIL,0,0,6,0.500,0.588,0.650
Kalah,2,Batam,PARPOL,Lukita Dinarsyah Tuwo,Abdul Basyid,L,L,59,55,SIPIL,SIPIL,0,0,3,0.250,0.459,0.340
Menang,2,Batam,PARPOL,Muhammad Rudi,Amsakar Achmad,L,L,57,52,SIPIL,SIPIL,1,2,7,0.583,0.541,0.640
Menang,2,Pandeglang,PARPOL,Irna Narulita,Tanto Warsono,P,L,50,37,SIPIL,SIPIL,1,2,8,0.667,0.866,0.760
Kalah,2,Pandeglang,PARPOL,Thoni Fathoni Mukson,Miftahul Tamamy,L,L,50,28,SIPIL,SIPIL,0,0,2,0.167,0.134,0.220
Menang,2,Serang,PARPOL,Ratu Tatu Chasanah,Pandji Tirtayasa,P,L,53,66,SIPIL,SIPIL,1,2,9,0.750,0.770,0.660
Kalah,2,Serang,PARPOL,Nasrul Ulum,Eki Baihaki,L,L,32,30,SIPIL,SIPIL,0,0,2,0.167,0.230,0.260
Kalah,4,Cilegon,PERORANGAN,Ali Mujahidin,Firman Mutakin,L,L,43,35,SIPIL,SIPIL,0,0,0,0.000,0.000,0.000
Kalah,4,Cilegon,PARPOL,Ratu Ati Marliati,Sokhidin,P,L,52,53,SIPIL,SIPIL,2,0,4,0.333,0.487,0.500
Kalah,4,Cilegon,PARPOL,Iye Iman Rohiman,Awab,L,L,58,45,SIPIL,SIPIL,0,0,3,0.250,0.203,0.200
Menang,4,Cilegon,PARPOL,Helldy Agustian,Sanuji Pentamarta,L,L,50,50,SIPIL,SIPIL,0,0,1,0.083,0.087,0.100
Kalah,3,Tangerang Selatan,PARPOL,Muhamad,Rahayu Saraswati,L,P,56,34,SIPIL,SIPIL,0,0,5,0.417,0.537,0.380
Kalah,3,Tangerang Selatan,PARPOL,Siti Nurazizah,Ruhamaben,P,L,48,56,SIPIL,SIPIL,0,0,4,0.333,0.282,0.340
Menang,3,Tangerang Selatan,PARPOL,Benyamin Davnie,Pilar Saga Ichsan,L,L,62,29,SIPIL,SIPIL,2,0,3,0.250,0.181,0.200
Kalah,3,Bandung,PARPOL,Kurnia Agustina,Usman Sayogi,P,L,47,55,SIPIL,SIPIL,0,0,2,0.167,0.284,0.327
Kalah,3,Bandung,PARPOL,Yena Iskandar Masoem,Atep,P,L,47,35,SIPIL,SIPIL,0,0,2,0.167,0.299,0.200
Menang,3,Bandung,PARPOL,Dadang Supriatna,Sahrul Gunawan,L,L,49,44,SIPIL,SIPIL,0,0,4,0.333,0.384,0.473
Kalah,4,Cianjur,PARPOL,Muhammad Toha,Ade Sobari,L,L,45,45,SIPIL,SIPIL,0,0,3,0.250,0.000,0.000
Kalah,4,Cianjur,PARPOL,Oting Zaenal Muttaqin,Wawan Setiawan,L,L,59,46,SIPIL,SIPIL,0,0,2,0.167,0.230,0.320
Menang,4,Cianjur,PARPOL,Herman Suherman,Tubagus Mulyana Syahrudin,L,L,58,50,SIPIL,SIPIL,2,0,5,0.417,0.583,0.480
Kalah,4,Cianjur,PARPOL,Lepi Ali Firmansyah,Gilar Budi Raharja,L,L,38,37,SIPIL,SIPIL,0,0,2,0.167,0.188,0.200
Kalah,4,Indramayu,PARPOL,Muhammad Sholihin,Ratnawati,L,P,41,54,SIPIL,SIPIL,0,0,6,0.500,0.391,0.260
Kalah,4,Indramayu,PERORANGAN,Toto Sucartono,Deis Handika,L,L,53,34,SIPIL,SIPIL,0,0,0,0.000,0.000,0.000
Kalah,4,Indramayu,PARPOL,Daniel Mutaqien Syafiuddin,Taufik Hidayat,L,L,39,53,SIPIL,SIPIL,0,1,1,0.083,0.148,0.440
Menang,4,Indramayu,PARPOL,Nina Agustina,Lucky Hakim,P,L,47,40,SIPIL,SIPIL,0,0,3,0.250,0.461,0.280
Kalah,3,Karawang,PARPOL,Yesi Karya Lianti,Ahmad Adly Fairuz,P,L,39,33,SIPIL,SIPIL,0,0,4,0.333,0.332,0.200
Menang,3,Karawang,PARPOL,Cellica Nurrachadiana,Aep Syaepuloh,P,L,40,42,SIPIL,SIPIL,1,0,4,0.333,0.431,0.480
Kalah,3,Karawang,PARPOL,Ahmad Zamakhsyari,Yusni Rinzani,L,P,44,36,SIPIL,SIPIL,2,0,3,0.250,0.237,0.320
Menang,2,Pangandaran,PARPOL,Jeje Wiradinata,Ujang Endin Indrawan,L,L,56,57,SIPIL,SIPIL,1,0,5,0.417,0.555,0.725
Kalah,2,Pangandaran,PARPOL,Adang Hadari,Supratman,L,L,66,71,SIPIL,SIPIL,2,0,2,0.167,0.249,0.250
Kalah,3,Sukabumi,PARPOL,Adjo Sardjono,Iman Adinugraha,L,L,64,48,SIPIL,SIPIL,2,0,2,0.167,0.212,0.300
Menang,3,Sukabumi,PARPOL,Marwan Hamami,Iyos Somantri,L,L,57,57,SIPIL,SIPIL,1,0,4,0.333,0.431,0.380
Kalah,3,Sukabumi,PARPOL,Abu Bakar Sidik,Sirojudin,L,L,58,42,SIPIL,SIPIL,0,0,3,0.250,0.357,0.320
Kalah,4,Tasikmalaya,PARPOL,Azies Rismaya Mahpud,Haris Sanjaya,L,L,60,48,SIPIL,SIPIL,0,0,2,0.167,0.230,0.280
Menang,4,Tasikmalaya,PARPOL,Ade Sugianto,Cecep Nurul Yakin,L,L,30,30,SIPIL,SIPIL,1,0,2,0.167,0.256,0.260
Kalah,4,Tasikmalaya,PERORANGAN,Cep Zamzam Dzulfikar Nur,Padil Karsoma,L,L,35,61,SIPIL,SIPIL,0,0,0,0.000,0.000,0.000
Kalah,4,Tasikmalaya,PARPOL,Iwan Saputra,Iip Miptahul Paoz,L,L,53,45,SIPIL,SIPIL,0,0,4,0.333,0.412,0.460
Kalah,2,Depok,PARPOL,Pradi Supriatna,Afifah Alia,L,P,50,45,SIPIL,SIPIL,2,0,9,0.750,0.786,0.640
Menang,2,Depok,PARPOL,Mohammad Idris,Imam Budiharto,L,L,59,52,SIPIL,SIPIL,1,0,3,0.250,0.214,0.340
Kalah,3,Blora,PARPOL,Dwi Astutiningsih,Riza Yuda Prasetya,P,L,58,41,SIPIL,SIPIL,0,0,3,0.250,0.242,0.222
Menang,3,Blora,PARPOL,Arief Rohman,Tri Yuli Setyowati,L,P,40,44,SIPIL,SIPIL,2,0,3,0.250,0.411,0.444
Kalah,3,Blora,PARPOL,Umi Kulsum,Agus Sugiyanto,P,L,57,42,SIPIL,SIPIL,0,0,3,0.250,0.271,0.311
Menang,1,Boyolali,PARPOL,M. Said Hidayat,Wahyu Irawan,L,L,48,53,SIPIL,SIPIL,2,0,6,0.500,0.743,0.933
Menang,2,Demak,PARPOL,Eistianah,Ali Makhsun,P,L,35,56,SIPIL,SIPIL,0,0,6,0.500,0.675,0.720
Kalah,2,Demak,PARPOL,Mugiyono,Badruddin Ma'shum,L,L,49,47,SIPIL,SIPIL,0,0,2,0.167,0.238,0.280
Menang,1,Grobogan,PARPOL,Sri Sumarni,Bambang Pujiyanto,P,L,60,60,SIPIL,SIPIL,1,0,11,0.917,1.000,0.980
Menang,1,Kebumen,PARPOL,Arif Sugiyanto,Ristawati Purwaningsih,L,P,43,45,SIPIL,SIPIL,2,0,9,0.750,1.000,1.000
Menang,3,Kendal,PARPOL,Dico Ganinduto,Windu Suko Basuki,L,L,30,59,SIPIL,SIPIL,0,0,4,0.333,0.405,0.244
Kalah,3,Kendal,PARPOL,Ali Nuruddin,Yekti Handayani,L,P,54,42,SIPIL,SIPIL,0,0,3,0.250,0.339,0.400
Kalah,3,Kendal,PARPOL,Tino Indra Wardono,Mustamsikin,L,L,37,55,SIPIL,SIPIL,0,0,4,0.333,0.256,0.333
Menang,3,Klaten,PARPOL,Sri Mulyani,Yoga Hardaya,P,L,43,53,SIPIL,SIPIL,1,0,2,0.167,0.370,0.520
Kalah,3,Klaten,PARPOL,One Krisnata,Muhammad Fajri,L,L,53,50,SIPIL,SIPIL,0,0,3,0.250,0.317,0.260
Kalah,3,Klaten,PARPOL,Arif Budiyono,Harjanta,L,L,49,51,SIPIL,SIPIL,0,0,4,0.333,0.313,0.220
Menang,2,Pekalongan,PARPOL,Fadia Arafiq,Riswadi,P,L,42,46,SIPIL,SIPIL,0,0,5,0.417,0.628,0.444
Kalah,2,Pekalongan,PARPOL,Asip Kholbihi,Sumarwati,L,P,54,58,SIPIL,SIPIL,1,0,4,0.333,0.372,0.556
Kalah,3,Pemalang,PARPOL,Agus Sukoco,Eko Priyono,L,L,61,58,SIPIL,SIPIL,0,0,4,0.333,0.550,0.440
Menang,3,Pemalang,PARPOL,Mukti Agung Wibowo,Mansur Hidayat,L,L,44,45,SIPIL,SIPIL,0,0,2,0.167,0.169,0.260
Kalah,3,Pemalang,PARPOL,Iskandar Ali Syahbana,Akhmad Aguswardana,L,L,42,43,SIPIL,SIPIL,0,0,2,0.167,0.188,0.300
Menang,2,Purbalingga,PARPOL,Dyah Hayuning Pratiwi,Sudono,P,L,33,63,SIPIL,SIPIL,1,0,4,0.333,0.534,0.556
Kalah,2,Purbalingga,PARPOL,Muhammad Sulhan Fauzi,Zaini Makarim,L,L,48,44,SIPIL,SIPIL,0,0,5,0.417,0.466,0.444
Menang,3,Purworejo,PARPOL,Agus Bastian,Yuli Hastuti,L,P,61,57,SIPIL,SIPIL,1,2,4,0.333,0.329,0.378
Kalah,3,Purworejo,PARPOL,Agustinus Susanto,Kelik Rahmad Kabuli,L,L,53,52,SIPIL,SIPIL,0,0,3,0.250,0.435,0.356
Kalah,3,Purworejo,PARPOL,Kuswanto,Kusnomo,L,L,56,45,TNI/POLRI,TNI/POLRI,0,0,3,0.250,0.237,0.267
Kalah,2,Rembang,PARPOL,Harno,Bayu Andriyanto,L,L,55,34,SIPIL,SIPIL,0,2,5,0.417,0.419,0.422
Menang,2,Rembang,PARPOL,Abdul Hafidz,Mochamad Hanies Cholil,L,L,58,38,SIPIL,SIPIL,1,0,4,0.333,0.504,0.556
Kalah,2,Semarang,PARPOL,Bintang Narsasi Mundjirin,Gunawan Wibisono,P,L,61,59,SIPIL,SIPIL,0,0,6,0.500,0.583,0.480
Menang,2,Semarang,PARPOL,Ngesti Nugraha,M. Basari,L,L,50,52,SIPIL,SIPIL,2,0,4,0.333,0.417,0.520
Menang,1,Sragen,PARPOL,Kusdinar Untung Yuni Sukowati,Suroto,P,L,46,64,SIPIL,SIPIL,1,0,6,0.500,0.744,0.756
Menang,2,Sukoharjo,PARPOL,Etik Suryani,Agus Santosa,P,L,57,56,SIPIL,SIPIL,0,0,4,0.333,0.567,0.600
Kalah,2,Sukoharjo,PARPOL,Joko Santosa,Wiwaha Aji Santosa,L,L,51,56,SIPIL,SIPIL,0,0,4,0.333,0.400,0.400
Kalah,2,Wonogiri,PARPOL,Hartanto,Joko Purnomo,L,L,61,54,SIPIL,SIPIL,0,0,3,0.250,0.324,0.220
Menang,2,Wonogiri,PARPOL,Joko Sutopo,Setyo Sukarno,L,L,46,54,SIPIL,SIPIL,1,0,3,0.250,0.447,0.780
Menang,1,Wonosobo,PARPOL,Afif Nurhidayat,Muhammad Albar,L,L,50,55,SIPIL,SIPIL,0,0,7,0.583,0.744,0.778
Kalah,2,Magelang,PARPOL,Aji Setyawan,Windarti Agustina,L,P,30,53,SIPIL,SIPIL,0,2,3,0.250,0.358,0.480
Menang,2,Magelang,PARPOL,Muchamad Nur Aziz,M. Mansyur,L,L,49,73,SIPIL,SIPIL,0,0,4,0.333,0.430,0.480
Menang,2,Pekalongan,PARPOL,Achmad Afzan Arslan Djunaid,Salahudin,L,L,41,51,SIPIL,SIPIL,2,0,4,0.333,0.332,0.371
Kalah,2,Pekalongan,PARPOL,Balgis Diab,Machrus Abdullah,P,L,50,43,SIPIL,SIPIL,0,0,5,0.417,0.574,0.629
Menang,1,Semarang,PARPOL,Hendrar Prihadi,Hevearita Gunaryanti Rahayu,L,P,49,54,SIPIL,SIPIL,1,2,8,0.667,0.967,0.960
Menang,2,Surakarta,PARPOL,Gibran Rakabuming Raka,Teguh Prakosa,L,L,33,61,SIPIL,SIPIL,0,0,11,0.917,0.913,0.867
Kalah,2,Surakarta,PERORANGAN,Bagyo Wahyono,Suparjo Fransiskus Xaverius,L,L,59,59,SIPIL,SIPIL,0,0,0,0.000,0.000,0.000
Menang,2,Bantul,PARPOL,Abdul Halim Muslih,Joko Purnomo,L,L,50,54,SIPIL,SIPIL,2,0,5,0.417,0.494,0.556
Kalah,2,Bantul,PARPOL,Suharsono,Totok Sudarto,L,L,63,61,SIPIL,SIPIL,1,0,5,0.417,0.506,0.444
Kalah,4,Gunungkidul,PARPOL,Sutrisna Wibawa,Mahmud Ardi Widanto,L,L,61,36,SIPIL,SIPIL,0,0,4,0.333,0.393,0.378
Kalah,4,Gunungkidul,PARPOL,Immawan Wahyudi,Martanty Soenar Dewi,L,P,63,60,SIPIL,SIPIL,2,0,1,0.083,0.103,0.200
Kalah,4,Gunungkidul,PARPOL,Bambang Wisnu Handoyo,Benyamin Sudarmadi,L,L,60,60,SIPIL,SIPIL,0,0,1,0.083,0.223,0.222
Menang,4,Gunungkidul,PARPOL,Sunaryanta,Heri Susanto,L,L,50,51,TNI/POLRI,SIPIL,0,0,2,0.167,0.249,0.200
Kalah,3,Sleman,PARPOL,Danang Wicaksana Sulistya,Agus Chaliq,L,L,41,47,SIPIL,SIPIL,0,0,3,0.250,0.270,0.300
Kalah,3,Sleman,PARPOL,Sri Muslimatun,Amin Purnama,P,L,67,56,SIPIL,SIPIL,2,0,3,0.250,0.337,0.280
Menang,3,Sleman,PARPOL,Kustini Sri Purnomo,Danang Maharsa,P,L,60,43,SIPIL,SIPIL,0,0,2,0.167,0.299,0.420
